           x [mm]           y [mm]           z [mm]      x [V.s/m^2]      y [V.s/m^2]      z [V.s/m^2]
           -240.2               69             9.13     0.0019115047    -0.0018779244    0.00089035928
           -239.2               69             9.13      0.001972676    -0.0019350476    0.00091596553
           -238.2               69             9.13     0.0020345778    -0.0019924997    0.00094194611
           -237.2               69             9.13     0.0020972113    -0.0020502822    0.00096830161
           -236.2               69             9.13     0.0021605755    -0.0021083935    0.00099503133
           -235.2               69             9.13      0.002220267    -0.0021652011     0.0010192051
           -234.2               69             9.13     0.0022760697    -0.0022208649     0.0010405629
           -244.2               69            10.13     0.0017032762    -0.0016800311    0.00079254981
           -243.2               69            10.13     0.0017595863    -0.0017321088    0.00081665628
           -242.2               69            10.13     0.0018191455    -0.0017885001    0.00084109465
           -241.2               69            10.13     0.0018794354    -0.0018452207    0.00086590741
           -240.2               69            10.13     0.0019404569    -0.0019022715    0.00089109497
           -239.2               69            10.13      0.002002209    -0.0019596512    0.00091665681
           -238.2               69            10.13     0.0020646923    -0.0020173611    0.00094259332
           -237.2               69            10.13     0.0021279063       -0.0020754    0.00096890423
           -236.2               69            10.13     0.0021918518     -0.002133769    0.00099558977
           -235.2               69            10.13     0.0022480465    -0.0021893878     0.0010171048
           -234.2               69            10.13     0.0023042618    -0.0022453889     0.0010383802
           -244.2               69            11.13     0.0017268149    -0.0016983224    0.00079358765
           -243.2               69            11.13     0.0017862245    -0.0017546414    0.00081760739
           -242.2               69            11.13     0.0018463642    -0.0018112897    0.00084200123
           -241.2               69            11.13     0.0019072356    -0.0018682675    0.00086676987
           -240.2               69            11.13     0.0019688378    -0.0019255751     0.0008919129
           -239.2               69            11.13      0.002031171    -0.0019832123    0.00091743062
           -238.2               69            11.13     0.0020942353    -0.0020411792    0.00094332278
           -237.2               69            11.13     0.0021580304    -0.0020994751    0.00096958934
           -236.2               69            11.13     0.0022192143    -0.0021568551    0.00099411095
           -235.2               69            11.13     0.0022751077    -0.0022125393     0.0010150827
           -234.2               69            11.13      0.002331736    -0.0022688776     0.0010362756
           -244.2               69            12.13      0.001751987    -0.0017211878    0.00079428667
           -243.2               69            12.13     0.0018122907    -0.0017761304    0.00081864058
           -242.2               69            12.13     0.0018730123    -0.0018330363    0.00084299041
           -241.2               69            12.13     0.0019344643    -0.0018902712    0.00086771458
           -240.2               69            12.13     0.0019966476     -0.001947836    0.00089281343
           -239.2               69            12.13     0.0020595617    -0.0020057298    0.00091828662
           -238.2               69            12.13     0.0021232069    -0.0020639536    0.00094413443
           -237.2               69            12.13     0.0021875834     -0.002122507    0.00097035681
           -236.2               69            12.13     0.0022451445    -0.0021786345    0.00099224935
           -235.2               69            12.13     0.0023014506    -0.0022346561     0.0010131386
           -234.2               69            12.13     0.0023584925    -0.0022913322     0.0010342494
           -244.2               69            13.13     0.0017759753    -0.0017479348    0.00079402735
           -243.2               69            13.13     0.0018365341     -0.001803339    0.00081825099
           -242.2               69            13.13     0.0018979962    -0.0018588209    0.00084291666
           -241.2               69            13.13     0.0019603614    -0.0019143807    0.00086802442
           -240.2               69            13.13     0.0020236301    -0.0019700185    0.00089357415
           -239.2               69            13.13     0.0020873812    -0.0020272045     0.0009192251
           -238.2               69            13.13     0.0021516075    -0.0020856853    0.00094502856
           -237.2               69            13.13     0.0022143726    -0.0021436748    0.00096988026
           -236.2               69            13.13      0.002270357    -0.0021993797    0.00099046598
           -235.2               69            13.13     0.0023270762    -0.0022557387     0.0010112729
           -234.2               69            13.13     0.0023845304     -0.002312752     0.0010323012
           -244.2               69            14.13     0.0017997043    -0.0017747354    0.00079375482
           -243.2               69            14.13     0.0018605021    -0.0018306716    0.00081783172
           -242.2               69            14.13     0.0019222032    -0.0018866855    0.00084235059
           -241.2               69            14.13     0.0019848074    -0.0019427771    0.00086731149
           -240.2               69            14.13     0.0020483145    -0.0019989465    0.00089271431
           -239.2               69            14.13     0.0021127253     -0.002055194    0.00091855926
           -238.2               69            14.13     0.0021779023    -0.0021114182    0.00094485161
           -237.2               69            14.13     0.0022390382    -0.0021660211    0.00097017147
           -236.2               69            14.13     0.0022962869    -0.0022239117    0.00099109614
           -235.2               69            14.13     0.0023537013    -0.0022818903     0.0010124515
           -234.2               69            14.13     0.0024118272    -0.0023405722     0.0010340555
           -244.2               69            15.13      0.001823174    -0.0018015903    0.00079346914
           -243.2               69            15.13     0.0018842104    -0.0018580577    0.00081739895
           -242.2               69            15.13     0.0019461506    -0.0019146036    0.00084177114
           -241.2               69            15.13     0.0020089932    -0.0019712269    0.00086658495
           -240.2               69            15.13     0.0020727399    -0.0020279284    0.00089184119
           -239.2               69            15.13     0.0021356144    -0.0020835204     0.0009175734
           -238.2               69            15.13     0.0021973164    -0.0021376477    0.00094379083
           -237.2               69            15.13     0.0022603096    -0.0021918982    0.00097044784
           -236.2               69            15.13      0.002320868    -0.0022491473    0.00099378463
           -235.2               69            15.13     0.0023796922     -0.002308799     0.0010149872
           -234.2               69            15.13     0.0024388914    -0.0023692164     0.0010362949
