           x [mm]           y [mm]           z [mm]      x [V.s/m^2]      y [V.s/m^2]      z [V.s/m^2]
            31.34              131            198.2    7.0294286e-06     -0.051912215    7.4361516e-05
            32.34              131            198.2    7.5210496e-06     -0.051912665    7.3192336e-05
            33.34              131            198.2    7.5655053e-06     -0.051912315     7.256768e-05
            34.34              131            198.2    7.3441142e-06     -0.051912323    7.1224051e-05
            35.34              131            198.2    7.5833163e-06     -0.051915027    6.7814864e-05
            36.34              131            198.2    8.1160124e-06     -0.051917803    6.8509995e-05
            37.34              131            198.2    8.6162418e-06     -0.051920559    6.9137837e-05
            27.34              131            199.2    4.8804372e-06     -0.051921673    7.2067647e-05
            28.34              131            199.2    5.2061268e-06     -0.051922586    7.3923729e-05
            29.34              131            199.2    5.7883376e-06     -0.051923875    7.7183722e-05
            30.34              131            199.2    6.1934225e-06      -0.05192586    7.9477046e-05
            31.34              131            199.2    6.8388454e-06      -0.05192782    7.8660385e-05
            32.34              131            199.2    7.7782197e-06     -0.051928382    7.7377466e-05
            33.34              131            199.2    8.2704355e-06     -0.051928166    7.6639139e-05
            34.34              131            199.2     8.315491e-06     -0.051927168    7.6445351e-05
            35.34              131            199.2    8.4851499e-06     -0.051928651    7.5189455e-05
            36.34              131            199.2    9.0147296e-06     -0.051931664    7.6002354e-05
            37.34              131            199.2    9.5118467e-06     -0.051934652     7.674798e-05
            27.34              131            200.2    5.7277666e-06     -0.051936306     7.938395e-05
            28.34              131            200.2     5.688481e-06     -0.051937614    8.0049373e-05
            29.34              131            200.2    5.8925943e-06     -0.051938947    8.2020437e-05
            30.34              131            200.2    6.3729385e-06     -0.051941052    8.3027189e-05
            31.34              131            200.2    6.6474399e-06     -0.051943719    8.3163715e-05
            32.34              131            200.2    7.8579787e-06     -0.051944647    8.2010403e-05
            33.34              131            200.2    8.7679728e-06     -0.051945049    8.1273261e-05
            34.34              131            200.2    8.8933557e-06     -0.051946182    8.1715087e-05
            35.34              131            200.2    8.8466513e-06     -0.051947873    8.1934151e-05
            36.34              131            200.2    9.4775123e-06     -0.051951081    8.2711194e-05
            37.34              131            200.2     1.007756e-05     -0.051954288    8.3418839e-05
            27.34              131            201.2    6.3363395e-06     -0.051956877    8.6178261e-05
            28.34              131            201.2    6.3787165e-06     -0.051957715    8.7251719e-05
            29.34              131            201.2    6.1925803e-06     -0.051958743    8.8118759e-05
            30.34              131            201.2    6.4369906e-06      -0.05196159    8.7664026e-05
            31.34              131            201.2    6.6656698e-06     -0.051965121    8.8173212e-05
            32.34              131            201.2    8.0178597e-06      -0.05196809    8.7395121e-05
            33.34              131            201.2    8.7296576e-06     -0.051970087    8.7350985e-05
            34.34              131            201.2    8.6070831e-06     -0.051971134    8.8266446e-05
            35.34              131            201.2    8.7684721e-06     -0.051973745    8.7636523e-05
            36.34              131            201.2    9.0229405e-06     -0.051976733    8.7539142e-05
            37.34              131            201.2    9.8377332e-06     -0.051980026     8.807124e-05
            27.34              131            202.2      6.87078e-06     -0.051982105    9.2455412e-05
            28.34              131            202.2     6.868434e-06     -0.051983215    9.3889357e-05
            29.34              131            202.2    6.7127316e-06     -0.051985115    9.3713366e-05
            30.34              131            202.2    6.3418383e-06     -0.051987767    9.2428229e-05
            31.34              131            202.2    6.9198431e-06     -0.051991422    9.2621609e-05
            32.34              131            202.2     8.218055e-06     -0.051994272    9.2091519e-05
            33.34              131            202.2    8.6818982e-06     -0.051996186    9.2521048e-05
            34.34              131            202.2    8.7420349e-06     -0.051997989     9.300543e-05
            35.34              131            202.2    8.8278957e-06     -0.052000873    9.2311609e-05
            36.34              131            202.2    8.3443811e-06     -0.052003808    9.1544105e-05
            37.34              131            202.2    9.1004731e-06     -0.052007154    9.1724207e-05
            27.34              131            203.2    7.5670036e-06     -0.052008141     9.860273e-05
            28.34              131            203.2    7.5267926e-06     -0.052009534    0.00010036863
            29.34              131            203.2    7.2767048e-06     -0.052012224    9.9356839e-05
            30.34              131            203.2    6.6720281e-06     -0.052014995    9.8684883e-05
            31.34              131            203.2    7.5260459e-06     -0.052017152    9.8617485e-05
            32.34              131            203.2    8.5896763e-06      -0.05201973    9.8837481e-05
            33.34              131            203.2     8.817864e-06     -0.052021369    0.00010001247
            34.34              131            203.2    9.1363809e-06     -0.052023619    0.00010068207
            35.34              131            203.2    9.1392976e-06     -0.052026361    0.00010095792
            36.34              131            203.2    8.5587826e-06     -0.052029211    0.00010118907
            37.34              131            203.2    9.5433916e-06     -0.052030206    0.00010186567
            27.34              131            204.2    8.1968592e-06     -0.052033141    0.00011088732
            28.34              131            204.2    8.1878834e-06     -0.052035268    0.00011186718
            29.34              131            204.2    7.8423473e-06     -0.052038424    0.00011097198
            30.34              131            204.2    7.4397781e-06     -0.052040912    0.00011081125
            31.34              131            204.2    8.6200662e-06     -0.052039597    0.00011186704
            32.34              131            204.2    9.4177713e-06     -0.052042089    0.00011249364
            33.34              131            204.2    9.4494371e-06     -0.052043762    0.00011398429
            34.34              131            204.2    9.8708151e-06     -0.052046973    0.00011446886
            35.34              131            204.2    9.7087595e-06     -0.052050278     0.0001149087
            36.34              131            204.2    9.2031514e-06     -0.052053425    0.00011526396
            37.34              131            204.2    1.0705076e-05     -0.052053463    0.00011554637
            27.34              131            205.2    8.8031511e-06     -0.052059989    0.00012400612
            28.34              131            205.2    8.7424396e-06     -0.052063026    0.00012398687
            29.34              131            205.2    8.2926999e-06     -0.052066542    0.00012348409
            30.34              131            205.2    8.7445987e-06     -0.052067049    0.00012379547
            31.34              131            205.2    9.7548545e-06     -0.052064992    0.00012482821
            32.34              131            205.2    1.0268732e-05     -0.052065801    0.00012608083
            33.34              131            205.2    1.0409773e-05     -0.052068181    0.00012748282
            34.34              131            205.2    1.0666179e-05     -0.052071959    0.00012813142
            35.34              131            205.2    1.0339158e-05     -0.052075863    0.00012873535
            36.34              131            205.2    1.0564268e-05     -0.052078396    0.00012911527
            37.34              131            205.2    1.2041182e-05     -0.052078687    0.00012967615
