           x [mm]           y [mm]           z [mm]      x [V.s/m^2]      y [V.s/m^2]      z [V.s/m^2]
            -66.1              131            188.4   -2.3891782e-05     -0.044687808    2.5127407e-05
            -65.1              131            188.4   -2.2858134e-05     -0.044682968    2.5802476e-05
            -64.1              131            188.4   -2.2091092e-05     -0.044678729    2.6670383e-05
            -74.1              131            189.4   -4.4905541e-05     -0.044755004    2.8181747e-05
            -73.1              131            189.4   -4.1912848e-05      -0.04474701    2.8650131e-05
            -72.1              131            189.4   -3.8894763e-05      -0.04473925     2.900439e-05
            -71.1              131            189.4   -3.5847515e-05     -0.044731811    2.9180412e-05
            -70.1              131            189.4    -3.277601e-05       -0.0447248    2.9058247e-05
            -69.1              131            189.4    -2.969959e-05     -0.044717971    2.8843311e-05
            -68.1              131            189.4   -2.6618269e-05      -0.04471134    2.8535616e-05
            -67.1              131            189.4   -2.5126967e-05     -0.044703729    2.8649114e-05
            -66.1              131            189.4   -2.4065648e-05     -0.044695802    2.8905541e-05
            -65.1              131            189.4   -2.2997565e-05     -0.044689838    2.9088986e-05
            -64.1              131            189.4   -2.2207507e-05     -0.044685744     2.913272e-05
            -74.1              131            190.4   -4.5424113e-05      -0.04476548    3.0701362e-05
            -73.1              131            190.4   -4.2545405e-05     -0.044757016      3.11066e-05
            -72.1              131            190.4   -3.9635343e-05     -0.044749066    3.1537707e-05
            -71.1              131            190.4   -3.6699879e-05     -0.044741362    3.1854692e-05
            -70.1              131            190.4   -3.3739001e-05     -0.044733893    3.2057538e-05
            -69.1              131            190.4   -3.0752737e-05     -0.044726681    3.2146258e-05
            -68.1              131            190.4   -2.7741073e-05     -0.044719715    3.2120854e-05
            -67.1              131            190.4   -2.4977297e-05     -0.044712886    3.1989905e-05
            -66.1              131            190.4   -2.4026374e-05     -0.044705354    3.1852127e-05
            -65.1              131            190.4   -2.3307031e-05     -0.044699095     3.176973e-05
            -64.1              131            190.4   -2.2379303e-05     -0.044694174    3.1542164e-05
            -74.1              131            191.4   -4.5964058e-05     -0.044778414     3.452642e-05
            -73.1              131            191.4   -4.3187767e-05      -0.04476795      3.34373e-05
            -72.1              131            191.4   -4.0385716e-05     -0.044759799    3.3945253e-05
            -71.1              131            191.4   -3.7558268e-05     -0.044751901    3.4339078e-05
            -70.1              131            191.4   -3.4705423e-05     -0.044744253    3.4618784e-05
            -69.1              131            191.4    -3.182716e-05     -0.044736832    3.4784345e-05
            -68.1              131            191.4   -2.8923518e-05     -0.044729669    3.4835786e-05
            -67.1              131            191.4   -2.5994475e-05     -0.044722758    3.4773107e-05
            -66.1              131            191.4   -2.3971246e-05     -0.044716049     3.462502e-05
            -65.1              131            191.4   -2.3464703e-05      -0.04470979    3.4313049e-05
            -64.1              131            191.4    -2.225617e-05     -0.044704501    3.4976911e-05
            -74.1              131            192.4   -4.6616369e-05       -0.0447914     3.887272e-05
            -73.1              131            192.4   -4.2709595e-05     -0.044779737    3.8839822e-05
            -72.1              131            192.4   -3.9669874e-05     -0.044770077    3.9454138e-05
            -71.1              131            192.4   -3.6986228e-05     -0.044762168    3.9980983e-05
            -70.1              131            192.4   -3.4277735e-05     -0.044754524    4.0394149e-05
            -69.1              131            192.4   -3.1544376e-05     -0.044747125    4.0693627e-05
            -68.1              131            192.4   -2.8786159e-05     -0.044739973    4.0879419e-05
            -67.1              131            192.4   -2.6694646e-05     -0.044733137    4.0766423e-05
            -66.1              131            192.4   -2.5867797e-05     -0.044726849    4.0090556e-05
            -65.1              131            192.4   -2.4410643e-05     -0.044720918    3.9157116e-05
            -64.1              131            192.4    -2.200858e-05     -0.044715196    3.8979073e-05
            -74.1              131            193.4   -4.6522397e-05     -0.044803951    4.5326753e-05
            -73.1              131            193.4   -4.2458028e-05     -0.044792645    4.5284865e-05
            -72.1              131            193.4   -3.9221562e-05     -0.044781245    4.5513949e-05
            -71.1              131            193.4   -3.6693011e-05     -0.044773355     4.615714e-05
            -70.1              131            193.4   -3.4139612e-05     -0.044765718    4.6686651e-05
            -69.1              131            193.4   -3.1561351e-05     -0.044758342    4.7102483e-05
            -68.1              131            193.4   -2.9539087e-05     -0.044751331    4.7164009e-05
            -67.1              131            193.4   -2.8647788e-05      -0.04474495    4.6530637e-05
            -66.1              131            193.4    -2.732824e-05     -0.044738814    4.5562094e-05
            -65.1              131            193.4   -2.4839679e-05     -0.044732355    4.4416309e-05
            -64.1              131            193.4   -2.2386463e-05     -0.044726249    4.3451229e-05
            -74.1              131            194.4   -4.6259403e-05     -0.044816829    5.3236239e-05
            -73.1              131            194.4   -4.2327345e-05     -0.044806104    5.2709409e-05
            -72.1              131            194.4   -3.9190396e-05     -0.044794939    5.2419869e-05
            -71.1              131            194.4   -3.6729714e-05     -0.044785503    5.2771145e-05
            -70.1              131            194.4   -3.4331395e-05     -0.044777878    5.3416999e-05
            -69.1              131            194.4   -3.2385506e-05      -0.04477068    5.3658536e-05
            -68.1              131            194.4   -3.1429765e-05     -0.044764217    5.3067677e-05
            -67.1              131            194.4   -3.0208932e-05     -0.044757955     5.210478e-05
            -66.1              131            194.4   -2.7933227e-05      -0.04475081    5.0693248e-05
            -65.1              131            194.4   -2.5692867e-05     -0.044744018    4.9462411e-05
            -64.1              131            194.4   -2.3487846e-05      -0.04473757    4.8412276e-05
            -74.1              131            195.4    -4.513812e-05      -0.04483249    5.9901486e-05
            -73.1              131            195.4   -4.2002819e-05     -0.044821098    6.0207694e-05
            -72.1              131            195.4   -3.9312872e-05     -0.044809524    6.0338974e-05
            -71.1              131            195.4   -3.7096313e-05     -0.044798579    5.9822982e-05
            -70.1              131            195.4   -3.5233894e-05     -0.044791181    6.0250011e-05
            -69.1              131            195.4   -3.4213714e-05     -0.044784639    5.9701662e-05
            -68.1              131            195.4   -3.3052711e-05      -0.04477834    5.8785175e-05
            -67.1              131            195.4   -3.0989871e-05     -0.044770513      5.71079e-05
            -66.1              131            195.4   -2.8962368e-05     -0.044763036    5.5611315e-05
            -65.1              131            195.4   -2.6967682e-05     -0.044755913    5.4301185e-05
            -64.1              131            195.4   -2.4636216e-05     -0.044749819    5.3744548e-05
