           x [mm]           y [mm]           z [mm]      x [V.s/m^2]      y [V.s/m^2]      z [V.s/m^2]
            235.8              131              6.2     0.0024149108    -0.0023327097    -0.0011625616
            236.8              131              6.2     0.0023412781    -0.0022700401    -0.0011321591
            237.8              131              6.2       0.00226894    -0.0022119675    -0.0011033522
            238.8              131              6.2      0.002197305    -0.0021549058    -0.0010748202
            239.8              131              6.2     0.0021296912    -0.0021032582    -0.0010465736
            240.8              131              6.2     0.0020693159    -0.0020605484    -0.0010185763
            241.8              131              6.2     0.0020100067    -0.0020182242    -0.0009907874
            242.8              131              6.2     0.0019517639    -0.0019762854   -0.00096320681
            243.8              131              6.2     0.0018945874    -0.0019347321   -0.00093583443
            244.8              131              6.2     0.0018389722    -0.0018938652   -0.00090860785
            234.8              131              7.2     0.0025249738    -0.0024408908    -0.0011973339
            235.8              131              7.2     0.0024487088    -0.0023646075    -0.0011625646
            236.8              131              7.2     0.0023755459    -0.0023048022     -0.001133431
            237.8              131              7.2     0.0023030862    -0.0022460078    -0.0011045726
            238.8              131              7.2     0.0022313308    -0.0021882253    -0.0010759896
            239.8              131              7.2     0.0021602786    -0.0021314537    -0.0010476817
            240.8              131              7.2     0.0020928483    -0.0020794373    -0.0010196343
            241.8              131              7.2     0.0020332537    -0.0020368737   -0.00099178473
            242.8              131              7.2     0.0019747247     -0.001994695   -0.00096414314
            243.8              131              7.2     0.0019172626    -0.0019529023    -0.0009367101
            244.8              131              7.2     0.0018614808    -0.0019121533   -0.00090940844
            234.8              131              8.2     0.0025586816    -0.0024729352    -0.0011969812
            235.8              131              8.2     0.0024829265    -0.0023999359    -0.0011636858
            236.8              131              8.2     0.0024096428    -0.0023394092    -0.0011345011
            237.8              131              8.2     0.0023370623    -0.0022798935    -0.0011055912
            238.8              131              8.2      0.002265186    -0.0022213897    -0.0010769571
            239.8              131              8.2     0.0021940123    -0.0021638963    -0.0010485976
            240.8              131              8.2     0.0021235428    -0.0021074149    -0.0010205137
            241.8              131              8.2      0.002056276    -0.0020550452   -0.00099267322
            242.8              131              8.2     0.0019974615    -0.0020126272   -0.00096497097
            243.8              131              8.2      0.001939714     -0.001970595   -0.00093747716
            244.8              131              8.2     0.0018837195     -0.001930099   -0.00091010617
            234.8              131              9.2     0.0025921606    -0.0025043995    -0.0011963922
            235.8              131              9.2     0.0025169728    -0.0024351084    -0.0011646048
            236.8              131              9.2     0.0024435678    -0.0023738602    -0.0011353686
            237.8              131              9.2     0.0023708669    -0.0023136241     -0.001106408
            238.8              131              9.2     0.0022988697    -0.0022543985    -0.0010777223
            239.8              131              9.2     0.0022275753    -0.0021961841    -0.0010493116
            240.8              131              9.2     0.0021569852    -0.0021389818    -0.0010211767
            241.8              131              9.2     0.0020870978      -0.00208279   -0.00099331664
            242.8              131              9.2     0.0020199749    -0.0020300818   -0.00096569047
            243.8              131              9.2     0.0019619411    -0.0019878098   -0.00093813578
            244.8              131              9.2     0.0019056887     -0.001947702   -0.00091070146
            234.8              131             10.2     0.0026254102    -0.0025352833    -0.0011955672
            235.8              131             10.2     0.0025508488    -0.0024701266     -0.001165322
            236.8              131             10.2     0.0024773227    -0.0024081569    -0.0011360345
            237.8              131             10.2     0.0024045007     -0.002347199    -0.0011070224
            238.8              131             10.2     0.0023323826    -0.0022872523    -0.0010782856
            239.8              131             10.2     0.0022609674    -0.0022283171    -0.0010498239
            240.8              131             10.2     0.0021902558    -0.0021703928    -0.0010216373
            241.8              131             10.2      0.002120248    -0.0021134799   -0.00099372619
            242.8              131             10.2     0.0020509437    -0.0020575782   -0.00096609013
            243.8              131             10.2     0.0019839443     -0.002004547   -0.00093868573
            244.8              131             10.2     0.0019273893    -0.0019649635   -0.00091119442
            234.8              131             11.2     0.0026589024    -0.0025686903    -0.0011954505
            235.8              131             11.2     0.0025845526    -0.0025049886    -0.0011658368
            236.8              131             11.2     0.0025109064    -0.0024422982    -0.0011364984
            237.8              131             11.2     0.0024379638    -0.0023806193    -0.0011074352
            238.8              131             11.2     0.0023657242    -0.0023199511    -0.0010786469
            239.8              131             11.2     0.0022941881     -0.002260294     -0.001050134
            240.8              131             11.2     0.0022233562    -0.0022016489    -0.0010218963
            241.8              131             11.2     0.0021530353    -0.0021438808   -0.00099392398
            242.8              131             11.2     0.0020823576     -0.002086442   -0.00096622179
            243.8              131             11.2      0.002012321    -0.0020300713    -0.0009388749
            244.8              131             11.2     0.0019488202    -0.0019818821   -0.00091158471
            234.8              131             12.2     0.0026925565    -0.0026041185    -0.0011958148
            235.8              131             12.2     0.0026180861    -0.0025396957    -0.0011661499
            236.8              131             12.2     0.0025443188     -0.002476284    -0.0011367601
            237.8              131             12.2     0.0024712549    -0.0024138836    -0.0011076455
            238.8              131             12.2     0.0023988951    -0.0023524943    -0.0010788062
            239.8              131             12.2     0.0023262352     -0.002291291    -0.0010500979
            240.8              131             12.2     0.0022540702    -0.0022310284    -0.0010217184
            241.8              131             12.2     0.0021825463    -0.0021718335   -0.00099369383
            242.8              131             12.2     0.0021116636    -0.0021137074   -0.00096602482
            243.8              131             12.2     0.0020414228    -0.0020566492   -0.00093871122
            244.8              131             12.2     0.0019718222    -0.0020006595   -0.00091175304
            234.8              131             13.2     0.0027260403    -0.0026393922    -0.0011959772
            235.8              131             13.2     0.0026514484    -0.0025742478    -0.0011662609
            236.8              131             13.2     0.0025769444     -0.002509488    -0.0011366396
            237.8              131             13.2     0.0025026519    -0.0024453336    -0.0011072273
            238.8              131             13.2     0.0024289999    -0.0023822468    -0.0010781701
            239.8              131             13.2     0.0023559886    -0.0023202281    -0.0010494682
            240.8              131             13.2      0.002283619    -0.0022592777    -0.0010211217
            241.8              131             13.2     0.0022118902    -0.0021993958   -0.00099313073
            242.8              131             13.2     0.0021408028    -0.0021405816   -0.00096549478
            243.8              131             13.2     0.0020703569    -0.0020828359   -0.00093821442
            244.8              131             13.2     0.0020005519    -0.0020261584    -0.0009112893
