           x [mm]           y [mm]           z [mm]      x [V.s/m^2]      y [V.s/m^2]      z [V.s/m^2]
           -34.66              131             92.2   -1.1340141e-05     -0.051763091    -3.454576e-06
           -33.66              131             92.2   -1.0216787e-05     -0.051760457   -3.1748482e-06
           -32.66              131             92.2   -9.1707016e-06     -0.051757954   -2.9251837e-06
           -31.66              131             92.2   -8.2018887e-06     -0.051755585   -2.7055839e-06
           -30.66              131             92.2   -7.3368747e-06     -0.051753417   -2.5180202e-06
           -29.66              131             92.2   -6.8846025e-06     -0.051751915   -2.4036458e-06
           -28.66              131             92.2   -6.4332403e-06     -0.051750436   -2.2968952e-06
           -27.66              131             92.2   -5.9827876e-06     -0.051749006   -2.1977692e-06
           -26.66              131             92.2   -5.5332457e-06     -0.051747616   -2.1062679e-06
           -25.66              131             92.2   -4.9954278e-06     -0.051746391   -1.9735119e-06
           -34.66              131             93.2   -1.1126107e-05     -0.051762048   -3.3367389e-06
           -33.66              131             93.2   -9.9906629e-06     -0.051759411   -3.0458491e-06
           -32.66              131             93.2   -8.9362602e-06     -0.051756907   -2.7855594e-06
           -31.66              131             93.2   -7.9629053e-06     -0.051754557   -2.5558716e-06
           -30.66              131             93.2   -7.0589899e-06     -0.051752605   -2.3233852e-06
           -29.66              131             93.2    -6.332722e-06     -0.051751208   -2.0991424e-06
           -28.66              131             93.2   -5.9233034e-06     -0.051749736   -2.0042019e-06
           -27.66              131             93.2   -5.5147952e-06     -0.051748306   -1.9168854e-06
           -26.66              131             93.2   -5.1071966e-06     -0.051746912   -1.8371929e-06
           -25.66              131             93.2   -4.7005078e-06     -0.051745567    -1.765125e-06
           -34.66              131             94.2   -1.0833788e-05     -0.051761091   -3.2044454e-06
           -33.66              131             94.2   -9.7165757e-06     -0.051758453   -2.9084551e-06
           -32.66              131             94.2   -8.6804066e-06     -0.051755957   -2.6430653e-06
           -31.66              131             94.2   -7.7252844e-06      -0.05175361   -2.4082767e-06
           -30.66              131             94.2   -6.8384925e-06     -0.051751878   -2.1675951e-06
           -29.66              131             94.2   -5.9998065e-06     -0.051750522   -1.9145714e-06
           -28.66              131             94.2   -5.4382649e-06     -0.051749118    -1.758951e-06
           -27.66              131             94.2   -5.0717008e-06     -0.051747691   -1.6834446e-06
           -26.66              131             94.2   -4.7060448e-06     -0.051746294   -1.6155614e-06
           -25.66              131             94.2   -4.3475366e-06     -0.051744953   -1.5571198e-06
           -34.66              131             95.2   -1.0554293e-05     -0.051760226   -3.0769131e-06
           -33.66              131             95.2   -9.4553161e-06     -0.051757604   -2.7758233e-06
           -32.66              131             95.2   -8.4373805e-06     -0.051755123    -2.505333e-06
           -31.66              131             95.2   -7.5004909e-06      -0.05175278   -2.2654435e-06
           -30.66              131             95.2   -6.6370903e-06     -0.051751226   -2.0347052e-06
           -29.66              131             95.2   -5.8251799e-06     -0.051749874   -1.8095423e-06
           -28.66              131             95.2   -5.0923522e-06     -0.051748551   -1.5959786e-06
           -27.66              131             95.2   -4.8241336e-06     -0.051747162    -1.530613e-06
           -26.66              131             95.2   -4.5804377e-06     -0.051745798    -1.487283e-06
           -25.66              131             95.2   -4.3127757e-06     -0.051744506   -1.4445218e-06
           -34.66              131             96.2   -9.9445024e-06     -0.051759414    -2.859085e-06
           -33.66              131             96.2   -9.2068785e-06     -0.051756851   -2.6479522e-06
           -32.66              131             96.2   -8.2071756e-06      -0.05175437   -2.3723612e-06
           -31.66              131             96.2   -7.2904545e-06     -0.051752109   -2.1296523e-06
           -30.66              131             96.2   -6.4547844e-06     -0.051750682   -1.9247159e-06
           -29.66              131             96.2   -5.7508505e-06     -0.051749304    -1.735644e-06
           -28.66              131             96.2   -5.1860761e-06     -0.051747974   -1.5429289e-06
           -27.66              131             96.2   -4.7711378e-06     -0.051746666   -1.4006762e-06
           -26.66              131             96.2   -4.5170627e-06     -0.051745329   -1.3436229e-06
           -25.66              131             96.2    -4.239022e-06     -0.051744059   -1.2871383e-06
           -34.66              131             97.2   -9.1655347e-06     -0.051758673   -2.6070065e-06
           -33.66              131             97.2   -8.6230475e-06     -0.051756151   -2.4401565e-06
           -32.66              131             97.2   -7.9897982e-06     -0.051753718   -2.2441511e-06
           -31.66              131             97.2   -7.1004711e-06     -0.051751673   -2.0147036e-06
           -30.66              131             97.2   -6.4276796e-06     -0.051750187   -1.8465241e-06
           -29.66              131             97.2    -5.837288e-06     -0.051748753   -1.6626428e-06
           -28.66              131             97.2    -5.248045e-06     -0.051747423    -1.452394e-06
           -27.66              131             97.2   -4.6791497e-06     -0.051746175   -1.2259543e-06
           -26.66              131             97.2   -4.4146959e-06     -0.051744863   -1.1551776e-06
           -25.66              131             97.2   -4.1284566e-06     -0.051743619   -1.0887749e-06
           -34.66              131             98.2   -8.4184285e-06     -0.051757984   -2.3724474e-06
           -33.66              131             98.2   -7.8963349e-06      -0.05175551    -2.210578e-06
           -32.66              131             98.2   -7.5370999e-06     -0.051753096   -2.0600985e-06
           -31.66              131             98.2    -7.181302e-06     -0.051751204    -1.947936e-06
           -30.66              131             98.2   -6.5838226e-06      -0.05174965   -1.7966033e-06
           -29.66              131             98.2   -5.9899985e-06     -0.051748179   -1.6237392e-06
           -28.66              131             98.2   -5.3998319e-06     -0.051746812   -1.4293448e-06
           -27.66              131             98.2   -4.8133197e-06      -0.05174553   -1.2134186e-06
           -26.66              131             98.2   -4.3453574e-06     -0.051744282   -1.0489423e-06
           -25.66              131             98.2   -4.0830128e-06     -0.051742993   -1.0165813e-06
           -34.66              131             99.2     -8.60011e-06     -0.051756881   -2.2560469e-06
           -33.66              131             99.2   -7.7974692e-06     -0.051754799   -2.0612686e-06
           -32.66              131             99.2    -7.480643e-06     -0.051752396   -1.9110912e-06
           -31.66              131             99.2   -7.1804966e-06      -0.05175069   -1.8341145e-06
           -30.66              131             99.2    -6.838306e-06      -0.05174917   -1.7515722e-06
           -29.66              131             99.2   -6.2504014e-06     -0.051747642   -1.6191204e-06
           -28.66              131             99.2   -5.6661506e-06     -0.051746204   -1.4651375e-06
           -27.66              131             99.2   -5.0855569e-06     -0.051744875   -1.2896237e-06
           -26.66              131             99.2   -4.5086172e-06     -0.051743623    -1.092578e-06
           -25.66              131             99.2   -4.0564828e-06     -0.051742516   -9.4150789e-07
